Unnamed: 0,path,age,gender,accents,sentence,size,language
7192,common_voice_eu_38768182.mp3,teens,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)",Teknologia berriak eta ingurugiroarekin konprometitu nahi duten materialak dira etorkizuneko modaren erronka nagusiak.,46485,Basque
3568,common_voice_eu_21653695.mp3,teens,female,,"Ateko tentsioa handituz gero, karga-garraiatzaileak agertuko dira, eroate-kanal bat sortuz.",55917,Basque
139116,common_voice_eu_39536311.mp3,teens,female,,"Helburua, testuaren arabera, xiitak ziren.",26181,Basque
32994,common_voice_eu_21733952.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Garai hartako monasterio ugari daude hirian.,31917,Basque
45486,common_voice_eu_21652325.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)","Larramendik ezagutu eta erabili zuen, baina badirudi betiko galdu zela.",58797,Basque
385,common_voice_eu_39426149.mp3,teens,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)",Oraingoz ez dago argi zenbat atxiloketa egin dituzten.,33093,Basque
33263,common_voice_eu_21746279.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Kokapenari zor dio herri industrial honek duen garrantzia.,36717,Basque
32922,common_voice_eu_21701762.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Hauen dorrea bota eta harriak bere gaztelua eraikitzeko erabili zituen.,39213,Basque
136,common_voice_eu_39107526.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)","Ilustratzaile lanak munduko ilustratzaile, idazle eta editore askorekin harremana izatea ahalbideratu dio.",52965,Basque
142553,common_voice_eu_39575422.mp3,teens,female,,Momentu horiek erakusten dituzte bi irudiek.,26181,Basque
116625,common_voice_eu_39426165.mp3,teens,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)",Lagun bakoitzak gehienez hiru tailerretan eman ahal izango du izena.,28341,Basque
57350,common_voice_eu_38831499.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Apirilean ekingo diote kontzertu birari.,31365,Basque
3921,common_voice_eu_21652194.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)","Hala ere, ulergarritasuna mantentzeko ez zuten beti egin.",34413,Basque
46814,common_voice_eu_37906003.mp3,teens,female,,"Tokiak ere, industriagune baten ondoan dagoenez, balio historikoa galdu du.",56421,Basque
54394,common_voice_eu_38770198.mp3,teens,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)",Lurralde horretako abokatu baten bidez egin ohi da.,28125,Basque
80853,common_voice_eu_39249736.mp3,teens,female,,Egia da futbolariaren irudia hitz horrekin lotzen dutela askok.,32013,Basque
32728,common_voice_eu_21689528.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)","Monarkia konstituzionala da, erregimen parlamentarioa duena.",40557,Basque
4580,common_voice_eu_21653096.mp3,teens,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)","Multzoetako bakoitzak, esanahi bat du.",33837,Basque
33244,common_voice_eu_21746152.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)","Horrez gain, Magma hurrengoa izan daiteke.",30573,Basque
519,common_voice_eu_21651992.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Erromako arkitektura barrokoaren ale ikusgarrienetakoa kontsideratzen da gaur egun.,50733,Basque
54359,common_voice_eu_38770018.mp3,teens,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)",Multinazionalek dozenaka molekula berri dauzkate galaraziaren lekua betetzen.,31365,Basque
7224,common_voice_eu_38768432.mp3,teens,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)",Baratzegintza ekologikoa emakumeen ahalduntzerako tresna Antsoainen.,36333,Basque
32971,common_voice_eu_21733902.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)","Azkenean, Filipinak amerikarren aurka altxatu ziren Filipinak-Estatu Batuak Gerran bukatuz.",52077,Basque
33101,common_voice_eu_21735488.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)","Material batek ur molekulak hartzean, beste mineral bat bihurtzean datza.",41133,Basque
133332,common_voice_eu_39508263.mp3,teens,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)","Goizaldeko bozketa garrantzitsua izan da oso, errepublikanoek erreforma blokeatzea ekidin dutelako demokratek.",48213,Basque
32687,common_voice_eu_21689439.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)","Herrialdearen hegoaldeko erdialdean dago kokatuta, Gaztela-Mantxa, Extremadura eta Andaluzia zeharkatuz.",56877,Basque
80847,common_voice_eu_39249716.mp3,teens,female,,Parte-hartze altua eta delituen eta atxilotuen gutxitzea nabarmendu du.,34821,Basque
139114,common_voice_eu_39536309.mp3,teens,female,,Konposatu kimiko bakoitzak bere abiadura darama.,26613,Basque
32723,common_voice_eu_21689518.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Urrezko tenplua hiru solairutako eraikina da.,29613,Basque
521,common_voice_eu_21651995.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Frankoek izendatutako azken dukea izan zen.,34797,Basque
9724,common_voice_eu_18610020.mp3,teens,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)",Urte mugituak esan duzu arestian.,34221,Basque
32926,common_voice_eu_21701771.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)","Garai bateko bere fatxada nagusian, atal bat dauka.",33453,Basque
116621,common_voice_eu_39426161.mp3,teens,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)","Euria izango da, berriro, eguneko protagonista.",25101,Basque
80831,common_voice_eu_39249655.mp3,teens,female,,Zer bide garatzen da ideia pizten denetik agertokira heltzen den arte?,37413,Basque
32666,common_voice_eu_21689400.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)","Bere etxetik alde egiten du, Jaione harri eta zur utzita.",32877,Basque
33317,common_voice_eu_21746641.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Filosofia eta Maisu ikasketak egin zituen.,27693,Basque
139115,common_voice_eu_39536310.mp3,teens,female,,Aurreko batean ikusi genuen bular handiak izatekotan zein den janzteko arropa aproposena.,49725,Basque
48580,common_voice_eu_38632406.mp3,teens,female,,Arratseko zortzi orenetatik goiti kontzertuak izanen dira gaztetxean.,33741,Basque
93605,common_voice_eu_39340323.mp3,teens,female,"Nafar-lapurtarra edo Zuberotarra (Lapurdi, Nafarroa Beherea, Zuberoa)","Hori dela eta, Lurretik oso erraz ikus zitekeen.",30285,Basque
10729,common_voice_eu_38740423.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Iaz baino lau postu gehiago.,20781,Basque
32789,common_voice_eu_21689684.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Protesta bitartean askok zaurituak izan ziren.,29037,Basque
32899,common_voice_eu_21701699.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)","Nekazaritza eta abeltzaintza izan dira herritar gehienen lanbideak, erlijio-lanekin batera.",44397,Basque
8787,common_voice_eu_21652185.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Horrelako ekintzak Euskal Herrian ere sarritan egiten dira.,49773,Basque
32860,common_voice_eu_21701544.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)","Prozesu horrek aurrera jarraitzen du, oraindik ere.",31917,Basque
3592,common_voice_eu_21651826.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)","Haren burua nafar, euskaldun eta espainol gisa definitzen du.",46317,Basque
33041,common_voice_eu_21735302.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Kontzeptu horiek kalkulu infinitesimala oinarritzeko balio izan zion.,42093,Basque
4572,common_voice_eu_21652847.mp3,teens,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)",Bizkaiko armarria betidanik erdi-erdian izan du.,33837,Basque
10745,common_voice_eu_38740622.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Oso argi daukat nire lehentasuna zein den.,24885,Basque
53317,common_voice_eu_38741950.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Zeintzuk ematen dituzu zuk?,14733,Basque
32898,common_voice_eu_21701698.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)","Eskalatzaile fina, egun bateko probetan lortu zituen emaitzarik onenak.",46317,Basque
33295,common_voice_eu_21746498.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Hauetako asko erail eta hobi komunetan sartu zituzten gero.,38253,Basque
141980,common_voice_eu_39554665.mp3,teens,female,,Hemen gradu ikasketak egin nahi badituzu irakurri metodologia lehendabizi.,46150,Basque
32642,common_voice_eu_21689077.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)","Esan bezala, latitudea gradutan neurtzen da.",31917,Basque
32864,common_voice_eu_21701570.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Agerian dagoen hiriko hedadura ados dago Diodorok esandakoarekin.,39597,Basque
129170,common_voice_eu_39468292.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Suak eraikinaren oinarriari kalte garrantzitsuak eragin dizkio.,44541,Basque
33343,common_voice_eu_21749061.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)","Hori dela eta, interprete kopurua ere hazi egin da.",32493,Basque
142362,common_voice_eu_39566836.mp3,teens,female,,"Erasoaren ondorioz, kalte handiak izan ditu ibilgailuak.",28341,Basque
48582,common_voice_eu_38632410.mp3,teens,female,,Hori ikusita ez dirudi aldatzeko beharra dagoenik.,24021,Basque
142373,common_voice_eu_39566996.mp3,teens,female,,Gertaeretara bideratutako programa baten adibidea.,28341,Basque
54355,common_voice_eu_38769971.mp3,teens,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)","Arto irina eta urarekin egiten da bata, arrautzak eta ozpinarekin bestea.",43245,Basque
32867,common_voice_eu_21701598.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Bi kazetariek Europa eta Afrika zeharkatuko dute kondearen bila.,40173,Basque
3925,common_voice_eu_21652230.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Abenduko finalaren irabazleak lortzen du.,29997,Basque
32721,common_voice_eu_21689511.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Hiriak izan duen bigarren udaletxea da eta ur-biltegia ere bada.,38253,Basque
32697,common_voice_eu_21689456.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Lehen ministroa da gobernuburua eta aginpide betearazlearen arduraduna.,41517,Basque
56568,common_voice_eu_38816311.mp3,teens,female,,"Ikastetxetik esan dutenez, neskatoak egunak zeramatzan klasera joan gabe.",30501,Basque
33203,common_voice_eu_21745864.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)","Era berean, haur eta gazteentzako hainbat liburu eman ditu argitara.",38253,Basque
32649,common_voice_eu_21689099.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Laster ospetsu bilakatu zen mundu osoan zehar.,31533,Basque
32739,common_voice_eu_21689555.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Arkitektura-eskemetatik sortutako forma lineal abstraktuak dira bere obraren ezaugarri nagusia.,50157,Basque
10773,common_voice_eu_38742376.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Zazpi etapa maldan gora dute helmuga aurten.,29853,Basque
33189,common_voice_eu_21735747.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Futbol zelaiaren tamaina duen izotz pista batean jokatzen da.,33837,Basque
10792,common_voice_eu_38831495.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Apal eta xume azaldu nahi izan zuen.,31365,Basque
33247,common_voice_eu_21746181.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Hurrengo mendeetan errege familiako hainbat kideri eman zitzaion.,38253,Basque
54307,common_voice_eu_38768180.mp3,teens,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)",Epe horretan hartzekodunen konkurtsoa ere likidatu nahi dute.,32661,Basque
1672,common_voice_eu_38816254.mp3,teens,female,,Orain arte topatu dituztenetatik urrutien dagoena da.,23805,Basque
33347,common_voice_eu_21749065.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Emaztearen esku utzi zituen estatuari zegozkion arazoak.,32877,Basque
8798,common_voice_eu_21652428.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Paradisu moduan ikusten dute bertako bizimodua.,46893,Basque
48921,common_voice_eu_38644603.mp3,teens,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)",Euskal Herriarekin lotuta egon da haren zenbait lan.,26181,Basque
9717,common_voice_eu_18559826.mp3,teens,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)",Uda honetan ikasturtearen hasiera hiruzpalau asteetan luzatuko zela zioten.,54957,Basque
80862,common_voice_eu_39249766.mp3,teens,female,,Udaletxeko segurtasun kontrolean atzeman zuten eskutitza atzo goizean.,34605,Basque
32981,common_voice_eu_21733927.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)","Beraien oinarrizko egitura, ate logiko bi edo gehiagotan datza.",44013,Basque
32782,common_voice_eu_21689672.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Antzinako txinera ez zen deklinaezina.,29613,Basque
33125,common_voice_eu_21735539.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Hostoak kolore berde bizia dute.,26157,Basque
7191,common_voice_eu_38768172.mp3,teens,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)",Pasaian gaur trena iraultzeak atzerapen gehiago eragiten ditu Inguruetan,33525,Basque
33185,common_voice_eu_21735736.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)","Pintura, eskultura eta izadia dituzte inspirazio-iturri nagusiak.",42093,Basque
54404,common_voice_eu_38770216.mp3,teens,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)",Parte-hartzaileen artean euskal ordezkaritza zabala izango da.,29205,Basque
33005,common_voice_eu_21735205.mp3,teens,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Erlijio aldetik artzapezpiku katoliko baten egoitza da.,34797,Basque
126609,common_voice_eu_39456615.mp3,twenties,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Zientzia honetan aritzen direnak arkeologoak dira.,22941,Basque
128255,common_voice_eu_39464065.mp3,twenties,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Eraman duenaz kexu dira hango komunitateak.,26181,Basque
123176,common_voice_eu_39445873.mp3,twenties,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)","Bertaratzean, agenteek istripua izandako autoa aurkitu zuten, baina bidaiaririk ez zegoen.",14733,Basque
65926,common_voice_eu_39109101.mp3,twenties,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)",Ondo deritzogu helburu hau lortzeko gizarte zibileko pertsona eta erakundeak inplikatzeari.,534429,Basque
27080,common_voice_eu_21836692.mp3,twenties,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)",Urbasako mendilerroa bestalde herriaren ekialdean altxatzen da.,45357,Basque
36740,common_voice_eu_39122111.mp3,twenties,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)",Bertako auzokideek herriko gastronomia hobeto ezagutzen lagunduko diote.,27693,Basque
125627,common_voice_eu_39454005.mp3,twenties,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Gaur egun tokia basoberritzeko egitasmoak daude.,26613,Basque
28023,common_voice_eu_21807689.mp3,twenties,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)","Gainera, bertan behera utzitako sareek kalte izugarriak sortzen dizkiete animaliei.",58413,Basque
84907,common_voice_eu_39275927.mp3,twenties,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)","Bestela, hutsetik hasi beharko ginateke.",21861,Basque
66595,common_voice_eu_39121656.mp3,twenties,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)",Non zaude?,11061,Basque
128239,common_voice_eu_39464023.mp3,twenties,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)","Pirinioetako Hitzarmena, edo Pirinioetako Bakea, Espainia eta Frantziako monarkiek sinatutako hitzarmena da.",44973,Basque
38246,common_voice_eu_39186683.mp3,twenties,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)","Segidan, taldeak herriko ospitalera eraman du.",24021,Basque
125585,common_voice_eu_39453748.mp3,twenties,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Bere jatorria Karibe itsasoan du.,17973,Basque
93560,common_voice_eu_39340242.mp3,twenties,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)","Gainera, gogoratzeko, memorian gordetzeko aproposak dira esaldi laburrak.",35901,Basque
44294,common_voice_eu_19524200.mp3,twenties,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)",Herritarrek euskararen inguruko interesa atxikitzen dute?,39405,Basque
121600,common_voice_eu_39441338.mp3,twenties,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Zigortutakoak ere helegitea aurkeztu zuen.,24021,Basque
102689,common_voice_eu_39371220.mp3,twenties,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)","Ez behintzat bertako taberna, jatetxe edo dantzalekutan.",23373,Basque
26684,common_voice_eu_21817390.mp3,twenties,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)",Lau musikari horiek historiako talde britaniar garrantzitsuenetakoa osatu zuten.,56877,Basque
117602,common_voice_eu_39429043.mp3,twenties,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)",Erabakia hartzea lan zaila izan dela adierazi dute biek agiri baten bidez.,15813,Basque
64260,common_voice_eu_38992743.mp3,twenties,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)","Jarraian, maitasun erromantikoari buruzko erreportaje berezia izango dugu entzungai.",33741,Basque
35877,common_voice_eu_38956085.mp3,twenties,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)",Jokoa obsesio bihurtu zen dirua berreskuratzeko.,26181,Basque
68875,common_voice_eu_39149202.mp3,twenties,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Piztu argia eta igo pertsiana,17325,Basque
121771,common_voice_eu_39441746.mp3,twenties,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)","Baina, juridikoki bideragarria al da independentzia?",24021,Basque
107591,common_voice_eu_39388763.mp3,twenties,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)",Antolatzailea hamaikagarrena izango da errotazioan eta hegalekoak ez du jokatuko lesiorik egon ezean.,10845,Basque
36126,common_voice_eu_38960038.mp3,twenties,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)",Hori da nire iritzia.,14301,Basque
74183,common_voice_eu_39199129.mp3,twenties,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)","Ez izan zalantzarik, eman bolumena eta gozatu!",20781,Basque
58306,common_voice_eu_38863008.mp3,twenties,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Mundua hain goitik nola ikusten den azalduko du.,26181,Basque
29413,common_voice_eu_21736303.mp3,twenties,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)","Erromako Olinpiar Jokoetan izan zen, non brontzezko domina lortu zuen.",52653,Basque
120396,common_voice_eu_39437392.mp3,twenties,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)","Halaber, hainbat kolpe eman zizkien agenteei.",21645,Basque
21083,common_voice_eu_39267636.mp3,twenties,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)",Gure helburua etapa bat irabaztea zen eta hori lortu dugu dagoeneko.,27693,Basque
61342,common_voice_eu_38941764.mp3,twenties,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)","Teknikariak denboraldi baterako sinatuko du, eta beste urtebetez luzatzeko aukera izango du.",38493,Basque
18160,common_voice_eu_29095529.mp3,twenties,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)",Larbek ugaritzeko eta tokiz aldatzeko gaitasun handia dute.,29086,Basque
40142,common_voice_eu_39251321.mp3,twenties,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Zeintzuk dira parlamentarien eginkizunak?,21213,Basque
60374,common_voice_eu_38925820.mp3,twenties,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)","Seigarren jardunaldian beraz, faborito ziren lau bikoteek galdu egin dute.",32661,Basque
2143,common_voice_eu_38780370.mp3,twenties,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)",Hori esan nahi da munduko ibairik emaritsuena dela esaten denean.,28773,Basque
39506,common_voice_eu_39208002.mp3,twenties,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)","Atsedenaldira sevillarrak erosoegi joan dira, markagailuan agintzen.",32013,Basque
115666,common_voice_eu_39422039.mp3,twenties,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)","Ahalbidetzen duen abeltzaintza eredua, hain zuzen.",11925,Basque
82800,common_voice_eu_39260368.mp3,twenties,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)","Markagailuan aurrea hartu arren, pozak ez dio asko iraun talde armaginari.",32661,Basque
127498,common_voice_eu_39459363.mp3,twenties,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)",Beste estatu honek Pro-Ukraniarra zen.,25533,Basque
115250,common_voice_eu_39419436.mp3,twenties,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)",Horietako langile batzik segurtasun kontrol handiak pasatu behar izaten zituzten.,11925,Basque
118877,common_voice_eu_39432160.mp3,twenties,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)","Oposizioak, baina, izena adostea eskatu dio.",22725,Basque
8462,common_voice_eu_18588585.mp3,twenties,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)",Beste herrialdeetako esperientzien bermea du.,32877,Basque
84946,common_voice_eu_39276075.mp3,twenties,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)","Hamar urte geroago, herriko eraikin guztiak erosi zituen.",27261,Basque
84886,common_voice_eu_39275820.mp3,twenties,female,"Erdialdekoa edo Nafarra (Gipuzkoa, Nafarroa)","Lehen, tristezia adierazteko modua zen lutoa, sufrimendua gizarte aurrean erakusteko era.",45405,Basque
60855,common_voice_eu_38934423.mp3,twenties,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)",Arnasestuka eta indarrak guztiz xahututa.,33093,Basque
36665,common_voice_eu_39111212.mp3,twenties,female,"Mendebalekoa (Araka, Bizkaia, Gipuzkoako mendebaleko herri batzuk)","Esklabo desleialaren doktrina Estatu Batuetako hainbat estaturen legeen pean dagoen doktrina bat da, tamalez.",43245,Basque
